Store,Holidays,Temperature,CPI,Unemployment,Week,Month_Name,Season
1,0,60.96,220.8480454,7.348,9,March,Winter
1,0,58.76,221.0591887,7.348,10,March,Winter
1,0,64.74,221.2118132,7.348,11,March,Winter
1,0,65.93,221.2864126,7.348,12,March,Winter
1,0,67.61,221.3610119,7.348,13,March,Winter
1,0,70.43,221.4356112,7.143,14,April,Spring
1,0,69.07,221.5102105,7.143,15,April,Spring
1,0,66.76,221.5640737,7.143,16,April,Spring
1,0,67.23,221.6179368,7.143,17,April,Spring
1,0,75.55,221.6718,7.143,18,May,Spring
1,0,73.77,221.7256632,7.143,19,May,Spring
1,0,70.33,221.742674,7.143,20,May,Spring
1,0,77.22,221.744944,7.143,21,May,Spring
1,0,77.95,221.7472139,7.143,22,June,Spring
1,0,78.3,221.7494839,7.143,23,June,Spring
1,0,79.35,221.7626421,7.143,24,June,Spring
1,0,78.39,221.8030211,7.143,25,June,Spring
1,0,84.88,221.8434,7.143,26,June,Spring
1,0,81.57,221.8837789,6.908,27,July,Summer
1,0,77.12,221.9241579,6.908,28,July,Summer
1,0,80.42,221.9327267,6.908,29,July,Summer
1,0,82.66,221.9412954,6.908,30,July,Summer
1,0,86.11,221.9498642,6.908,31,August,Summer
1,0,85.05,221.9584329,6.908,32,August,Summer
1,0,84.85,222.0384109,6.908,33,August,Summer
1,0,77.66,222.1719457,6.908,34,August,Summer
1,0,80.49,222.3054805,6.908,35,August,Summer
1,1,83.96,222.4390153,6.908,36,September,Summer
1,0,74.97,222.5820193,6.908,37,September,Summer
1,0,69.87,222.7818386,6.908,38,September,Summer
1,0,76.08,222.9816579,6.908,39,September,Summer
1,0,68.55,223.1814772,6.573,40,October,Fall
1,0,62.99,223.3812965,6.573,41,October,Fall
1,0,67.97,223.4257233,6.573,42,October,Fall
1,0,69.16,223.4442513,6.573,43,October,Fall
2,0,40.19,210.7526053,8.324,5,February,Winter
2,1,38.49,210.8979935,8.324,6,February,Winter
2,0,39.69,210.9451605,8.324,7,February,Winter
2,0,46.1,210.9759573,8.324,8,February,Winter
2,0,47.17,211.0067542,8.324,9,March,Winter
2,0,57.56,211.037551,8.324,10,March,Winter
2,0,54.52,210.8733316,8.324,11,March,Winter
2,0,51.26,210.6766095,8.324,12,March,Winter
2,0,63.27,210.4798874,8.2,13,April,Spring
2,0,65.41,210.2831653,8.2,14,April,Spring
2,0,68.07,210.1495463,8.2,15,April,Spring
2,0,65.11,210.1000648,8.2,16,April,Spring
2,0,66.98,210.0505833,8.2,17,April,Spring
2,0,71.28,210.0011018,8.2,18,May,Spring
2,0,73.31,209.9984585,8.2,19,May,Spring
2,0,74.83,210.2768443,8.2,20,May,Spring
2,0,81.13,210.5552301,8.2,21,May,Spring
2,0,81.81,210.833616,8.2,22,June,Spring
2,0,83.4,211.1120018,8.2,23,June,Spring
2,0,85.81,211.1096543,8.2,24,June,Spring
2,0,86.26,210.9950134,8.2,25,June,Spring
2,0,82.74,210.8803726,8.099,26,July,Summer
2,0,82.59,210.7657317,8.099,27,July,Summer
2,0,85.32,210.7577954,8.099,28,July,Summer
2,0,87.66,210.8921319,8.099,29,July,Summer
2,0,83.49,211.0264684,8.099,30,July,Summer
2,0,89.53,211.1608049,8.099,31,August,Summer
2,0,89.05,211.2951413,8.099,32,August,Summer
2,0,88.7,211.2596586,8.099,33,August,Summer
2,0,87.12,211.2241759,8.099,34,August,Summer
2,0,81.83,211.1886931,8.099,35,September,Summer
2,1,79.09,211.1532104,8.099,36,September,Summer
2,0,82.05,211.1806415,8.099,37,September,Summer
2,0,81.79,211.2552578,8.099,38,September,Summer
2,0,69.24,211.3298742,8.163,39,October,Fall
2,0,63.19,211.4044906,8.163,40,October,Fall
2,0,65.8,211.4713286,8.163,41,October,Fall
2,0,68.5,211.5187208,8.163,42,October,Fall
2,0,66.24,211.5661131,8.163,43,October,Fall
2,0,57.85,211.6135053,8.163,44,November,Fall
2,0,59.69,211.6608975,8.163,45,November,Fall
2,0,50.81,211.5470304,8.163,46,November,Fall
2,1,62.98,211.4062867,8.163,47,November,Fall
2,0,49.33,211.265543,8.163,48,December,Fall
2,0,45.5,211.1247993,8.163,49,December,Fall
2,0,47.55,211.0645458,8.163,50,December,Fall
2,0,49.97,211.0646599,8.163,51,December,Fall
2,1,47.3,211.064774,8.163,52,December,Fall
2,0,44.69,211.0648881,8.028,1,January,Winter
2,0,33.02,211.1176713,8.028,2,January,Winter
2,0,41.4,211.4864691,8.028,3,January,Winter
2,0,42.83,211.8552668,8.028,4,January,Winter
2,0,38.25,212.2240646,8.028,5,February,Winter
2,1,33.19,212.5928624,8.028,6,February,Winter
2,0,57.83,212.9033115,8.028,7,February,Winter
2,0,60.8,213.190421,8.028,8,February,Winter
2,0,57.77,213.4775305,8.028,9,March,Winter
2,0,52.7,213.7646401,8.028,10,March,Winter
2,0,62.32,214.0156238,8.028,11,March,Winter
2,0,69.42,214.2521573,8.028,12,March,Winter
2,0,55.43,214.4886908,7.931,13,April,Spring
2,0,67.0,214.7252242,7.931,14,April,Spring
2,0,69.48,214.9420631,7.931,15,April,Spring
2,0,69.39,215.1096657,7.931,16,April,Spring
2,0,69.21,215.2772683,7.931,17,April,Spring
2,0,61.48,215.4448709,7.931,18,May,Spring
2,0,74.61,215.6124735,7.931,19,May,Spring
2,0,67.14,215.3834778,7.931,20,May,Spring
2,0,76.42,215.1544822,7.931,21,May,Spring
2,0,83.07,214.9254865,7.931,22,June,Spring
2,0,83.4,214.6964908,7.931,23,June,Spring
2,0,86.53,214.6513538,7.931,24,June,Spring
2,0,85.17,214.7441108,7.931,25,June,Spring
2,0,85.69,214.8368678,7.852,26,July,Summer
2,0,87.7,214.9296249,7.852,27,July,Summer
2,0,89.83,215.0134426,7.852,28,July,Summer
2,0,89.34,215.0749122,7.852,29,July,Summer
2,0,90.07,215.1363819,7.852,30,July,Summer
2,0,93.34,215.1978515,7.852,31,August,Summer
2,0,91.58,215.2593211,7.852,32,August,Summer
2,0,89.86,215.3229307,7.852,33,August,Summer
2,0,90.45,215.386897,7.852,34,August,Summer
2,0,89.64,215.4508632,7.852,35,September,Summer
2,1,77.97,215.5148295,7.852,36,September,Summer
2,0,78.85,215.6944378,7.852,37,September,Summer
2,0,75.58,216.0282356,7.852,38,September,Summer
2,0,78.14,216.3620333,7.852,39,September,Summer
2,0,69.92,216.6958311,7.441,40,October,Fall
2,0,71.67,217.0048261,7.441,41,October,Fall
2,0,64.53,217.1650042,7.441,42,October,Fall
2,0,65.87,217.3251824,7.441,43,October,Fall
2,0,55.53,217.4853605,7.441,44,November,Fall
2,0,59.33,217.6455387,7.441,45,November,Fall
2,0,62.01,217.8670218,7.441,46,November,Fall
2,1,56.36,218.1130269,7.441,47,November,Fall
2,0,48.74,218.3590319,7.441,48,December,Fall
2,0,41.76,218.605037,7.441,49,December,Fall
2,0,50.13,218.8217928,7.441,50,December,Fall
2,0,46.66,218.9995495,7.441,51,December,Fall
2,1,44.57,219.1773063,7.441,52,December,Fall
2,0,46.75,219.355063,7.057,1,January,Winter
2,0,45.99,219.5328198,7.057,2,January,Winter
2,0,51.7,219.6258417,7.057,3,January,Winter
2,0,50.5,219.7188636,7.057,4,January,Winter
2,0,55.21,219.8118854,7.057,5,February,Winter
2,1,46.98,219.9049073,7.057,6,February,Winter
2,0,43.82,220.0651993,7.057,7,February,Winter
2,0,54.63,220.275944,7.057,8,February,Winter
2,0,58.79,220.4866886,7.057,9,March,Winter
2,0,57.11,220.6974332,7.057,10,March,Winter
2,0,63.68,220.8498468,7.057,11,March,Winter
2,0,64.01,220.9244858,7.057,12,March,Winter
2,0,66.83,220.9991248,7.057,13,March,Winter
2,0,68.43,221.0737638,6.891,14,April,Spring
2,0,68.08,221.1484028,6.891,15,April,Spring
2,0,65.69,221.2021074,6.891,16,April,Spring
2,0,67.2,221.255812,6.891,17,April,Spring
2,0,76.73,221.3095166,6.891,18,May,Spring
2,0,73.87,221.3632212,6.891,19,May,Spring
2,0,71.27,221.380331,6.891,20,May,Spring
2,0,78.19,221.3828029,6.891,21,May,Spring
2,0,78.38,221.3852748,6.891,22,June,Spring
2,0,78.69,221.3877467,6.891,23,June,Spring
2,0,80.56,221.4009901,6.891,24,June,Spring
2,0,81.04,221.4411622,6.891,25,June,Spring
2,0,86.32,221.4813343,6.891,26,June,Spring
2,0,84.2,221.5215064,6.565,27,July,Summer
2,0,80.17,221.5616784,6.565,28,July,Summer
2,0,83.23,221.5701123,6.565,29,July,Summer
2,0,86.37,221.5785461,6.565,30,July,Summer
2,0,90.22,221.5869799,6.565,31,August,Summer
2,0,88.55,221.5954138,6.565,32,August,Summer
2,0,84.79,221.6751459,6.565,33,August,Summer
2,0,76.91,221.8083518,6.565,34,August,Summer
2,0,82.64,221.9415576,6.565,35,August,Summer
2,1,87.65,222.0747635,6.565,36,September,Summer
2,0,75.88,222.2174395,6.565,37,September,Summer
2,0,71.09,222.4169362,6.565,38,September,Summer
2,0,79.45,222.6164329,6.565,39,September,Summer
2,0,70.27,222.8159296,6.17,40,October,Fall
2,0,60.97,223.0154263,6.17,41,October,Fall
2,0,68.08,223.0598077,6.17,42,October,Fall
2,0,69.79,223.0783366,6.17,43,October,Fall
3,0,45.71,214.4248812,7.368,5,February,Winter
3,1,47.93,214.5747916,7.368,6,February,Winter
3,0,47.07,214.6198868,7.368,7,February,Winter
3,0,52.05,214.6475127,7.368,8,February,Winter
3,0,53.04,214.6751386,7.368,9,March,Winter
3,0,63.08,214.7027646,7.368,10,March,Winter
3,0,60.42,214.5301219,7.368,11,March,Winter
3,0,57.06,214.3241011,7.368,12,March,Winter
3,0,65.56,214.1180803,7.343,13,April,Spring
3,0,68.0,213.9120595,7.343,14,April,Spring
3,0,66.98,213.7726889,7.343,15,April,Spring
3,0,67.87,213.7221852,7.343,16,April,Spring
3,0,70.24,213.6716815,7.343,17,April,Spring
3,0,73.47,213.6211778,7.343,18,May,Spring
3,0,77.18,213.6196139,7.343,19,May,Spring
3,0,75.81,213.9116886,7.343,20,May,Spring
3,0,78.6,214.2037634,7.343,21,May,Spring
3,0,78.53,214.4958382,7.343,22,June,Spring
3,0,82.1,214.787913,7.343,23,June,Spring
3,0,83.52,214.7858259,7.343,24,June,Spring
3,0,83.79,214.6660741,7.343,25,June,Spring
3,0,82.2,214.5463222,7.346,26,July,Summer
3,0,81.75,214.4265704,7.346,27,July,Summer
3,0,84.32,214.4176476,7.346,28,July,Summer
3,0,83.32,214.5564968,7.346,29,July,Summer
3,0,82.04,214.695346,7.346,30,July,Summer
3,0,85.13,214.8341952,7.346,31,August,Summer
3,0,86.74,214.9730444,7.346,32,August,Summer
3,0,88.02,214.9314191,7.346,33,August,Summer
3,0,86.15,214.8897938,7.346,34,August,Summer
3,0,84.16,214.8481685,7.346,35,September,Summer
3,1,80.84,214.8065431,7.346,36,September,Summer
3,0,82.36,214.8322484,7.346,37,September,Summer
3,0,76.9,214.9084516,7.346,38,September,Summer
3,0,73.6,214.9846548,7.564,39,October,Fall
3,0,66.99,215.060858,7.564,40,October,Fall
3,0,69.71,215.1293114,7.564,41,October,Fall
3,0,71.64,215.17839,7.564,42,October,Fall
3,0,72.04,215.2274686,7.564,43,October,Fall
3,0,62.94,215.2765472,7.564,44,November,Fall
3,0,62.79,215.3256258,7.564,45,November,Fall
3,0,57.72,215.2074519,7.564,46,November,Fall
3,1,68.71,215.0614025,7.564,47,November,Fall
3,0,53.76,214.9153531,7.564,48,December,Fall
3,0,51.13,214.7693037,7.564,49,December,Fall
3,0,52.2,214.704919,7.564,50,December,Fall
3,0,57.16,214.7017828,7.564,51,December,Fall
3,1,53.2,214.6986466,7.564,52,December,Fall
3,0,53.35,214.6955104,7.551,1,January,Winter
3,0,44.76,214.7470729,7.551,2,January,Winter
3,0,50.74,215.1268275,7.551,3,January,Winter
3,0,48.71,215.5065821,7.551,4,January,Winter
3,0,45.95,215.8863367,7.551,5,February,Winter
3,1,43.57,216.2660913,7.551,6,February,Winter
3,0,61.58,216.5843571,7.551,7,February,Winter
3,0,67.4,216.8780275,7.551,8,February,Winter
3,0,65.11,217.1716979,7.551,9,March,Winter
3,0,61.29,217.4653683,7.551,10,March,Winter
3,0,69.47,217.7235226,7.551,11,March,Winter
3,0,72.94,217.9674705,7.551,12,March,Winter
3,0,68.76,218.2114184,7.574,13,April,Spring
3,0,72.55,218.4553663,7.574,14,April,Spring
3,0,75.88,218.6788642,7.574,15,April,Spring
3,0,76.91,218.851237,7.574,16,April,Spring
3,0,78.69,219.0236099,7.574,17,April,Spring
3,0,69.45,219.1959827,7.574,18,May,Spring
3,0,79.87,219.3683556,7.574,19,May,Spring
3,0,75.79,219.127216,7.574,20,May,Spring
3,0,84.41,218.8860765,7.574,21,May,Spring
3,0,84.29,218.6449369,7.574,22,June,Spring
3,0,84.84,218.4037974,7.574,23,June,Spring
3,0,86.96,218.3551748,7.574,24,June,Spring
3,0,84.94,218.45094,7.574,25,June,Spring
3,0,85.1,218.5467052,7.567,26,July,Summer
3,0,85.38,218.6424704,7.567,27,July,Summer
3,0,87.14,218.7275216,7.567,28,July,Summer
3,0,86.19,218.7857881,7.567,29,July,Summer
3,0,88.07,218.8440545,7.567,30,July,Summer
3,0,88.45,218.9023209,7.567,31,August,Summer
3,0,88.88,218.9605873,7.567,32,August,Summer
3,0,88.44,219.023271,7.567,33,August,Summer
3,0,87.67,219.0866908,7.567,34,August,Summer
3,0,89.12,219.1501106,7.567,35,September,Summer
3,1,81.72,219.2135305,7.567,36,September,Summer
3,0,83.63,219.3972867,7.567,37,September,Summer
3,0,80.19,219.7414914,7.567,38,September,Summer
3,0,82.58,220.085696,7.567,39,September,Summer
3,0,75.54,220.4299007,7.197,40,October,Fall
3,0,73.75,220.7486167,7.197,41,October,Fall
3,0,69.03,220.9144005,7.197,42,October,Fall
3,0,71.04,221.0801842,7.197,43,October,Fall
3,0,59.31,221.245968,7.197,44,November,Fall
3,0,61.7,221.4117517,7.197,45,November,Fall
3,0,63.91,221.6432852,7.197,46,November,Fall
3,1,68.0,221.9011185,7.197,47,November,Fall
3,0,54.97,222.1589519,7.197,48,December,Fall
3,0,49.26,222.4167852,7.197,49,December,Fall
3,0,57.95,222.6426418,7.197,50,December,Fall
3,0,53.41,222.8258628,7.197,51,December,Fall
3,1,48.29,223.0090839,7.197,52,December,Fall
3,0,52.42,223.1923049,6.833,1,January,Winter
3,0,51.86,223.3755259,6.833,2,January,Winter
3,0,56.2,223.4700552,6.833,3,January,Winter
3,0,58.06,223.5645845,6.833,4,January,Winter
3,0,59.33,223.6591137,6.833,5,February,Winter
3,1,51.65,223.753643,6.833,6,February,Winter
3,0,52.39,223.9170153,6.833,7,February,Winter
3,0,60.12,224.1320199,6.833,8,February,Winter
3,0,61.65,224.3470245,6.833,9,March,Winter
3,0,60.71,224.5620291,6.833,10,March,Winter
3,0,64.0,224.7166953,6.833,11,March,Winter
3,0,66.53,224.7909104,6.833,12,March,Winter
3,0,69.36,224.8651254,6.833,13,March,Winter
3,0,73.01,224.9393405,6.664,14,April,Spring
3,0,72.83,225.0135556,6.664,15,April,Spring
3,0,72.05,225.0689541,6.664,16,April,Spring
3,0,73.39,225.1243526,6.664,17,April,Spring
3,0,79.51,225.1797511,6.664,18,May,Spring
3,0,75.19,225.2351496,6.664,19,May,Spring
3,0,72.38,225.2512024,6.664,20,May,Spring
3,0,78.58,225.2515168,6.664,21,May,Spring
3,0,81.55,225.2518313,6.664,22,June,Spring
3,0,81.65,225.2521458,6.664,23,June,Spring
3,0,84.66,225.2644795,6.664,24,June,Spring
3,0,82.7,225.3068615,6.664,25,June,Spring
3,0,86.42,225.3492435,6.664,26,June,Spring
3,0,83.14,225.3916254,6.334,27,July,Summer
3,0,82.28,225.4340074,6.334,28,July,Summer
3,0,81.38,225.4438827,6.334,29,July,Summer
3,0,84.94,225.4537579,6.334,30,July,Summer
3,0,86.55,225.4636332,6.334,31,August,Summer
3,0,85.85,225.4735085,6.334,32,August,Summer
3,0,87.36,225.5558664,6.334,33,August,Summer
3,0,83.01,225.6925864,6.334,34,August,Summer
3,0,85.18,225.8293063,6.334,35,August,Summer
3,1,84.99,225.9660263,6.334,36,September,Summer
3,0,78.36,226.1122067,6.334,37,September,Summer
3,0,72.78,226.3151496,6.334,38,September,Summer
3,0,77.46,226.5180926,6.334,39,September,Summer
3,0,72.74,226.7210356,6.034,40,October,Fall
3,0,70.31,226.9239785,6.034,41,October,Fall
3,0,73.44,226.9688442,6.034,42,October,Fall
3,0,74.66,226.9873637,6.034,43,October,Fall
4,0,43.76,126.4420645,8.623,5,February,Winter
4,1,28.84,126.4962581,8.623,6,February,Winter
4,0,36.45,126.5262857,8.623,7,February,Winter
4,0,41.36,126.5522857,8.623,8,February,Winter
4,0,43.49,126.5782857,8.623,9,March,Winter
4,0,49.63,126.6042857,8.623,10,March,Winter
4,0,55.19,126.6066452,8.623,11,March,Winter
4,0,39.91,126.6050645,8.623,12,March,Winter
4,0,48.77,126.6034839,7.896,13,April,Spring
4,0,54.16,126.6019032,7.896,14,April,Spring
4,0,56.23,126.5621,7.896,15,April,Spring
4,0,56.87,126.4713333,7.896,16,April,Spring
4,0,53.04,126.3805667,7.896,17,April,Spring
4,0,56.77,126.2898,7.896,18,May,Spring
4,0,62.35,126.2085484,7.896,19,May,Spring
4,0,67.4,126.1843871,7.896,20,May,Spring
4,0,67.73,126.1602258,7.896,21,May,Spring
4,0,70.83,126.1360645,7.896,22,June,Spring
4,0,78.45,126.1119032,7.896,23,June,Spring
4,0,81.53,126.114,7.896,24,June,Spring
4,0,81.1,126.1266,7.896,25,June,Spring
4,0,73.66,126.1392,7.372,26,July,Summer
4,0,80.35,126.1518,7.372,27,July,Summer
4,0,78.53,126.1498065,7.372,28,July,Summer
4,0,79.78,126.1283548,7.372,29,July,Summer
4,0,80.7,126.1069032,7.372,30,July,Summer
4,0,76.53,126.0854516,7.372,31,August,Summer
4,0,78.08,126.064,7.372,32,August,Summer
4,0,78.83,126.0766452,7.372,33,August,Summer
4,0,74.44,126.0892903,7.372,34,August,Summer
4,0,76.8,126.1019355,7.372,35,September,Summer
4,1,73.54,126.1145806,7.372,36,September,Summer
4,0,64.91,126.1454667,7.372,37,September,Summer
4,0,60.96,126.1900333,7.372,38,September,Summer
4,0,63.96,126.2346,7.127,39,October,Fall
4,0,67.73,126.2791667,7.127,40,October,Fall
4,0,62.03,126.3266774,7.127,41,October,Fall
4,0,64.17,126.3815484,7.127,42,October,Fall
4,0,56.94,126.4364194,7.127,43,October,Fall
4,0,51.6,126.4912903,7.127,44,November,Fall
4,0,52.65,126.5461613,7.127,45,November,Fall
4,0,48.05,126.6072,7.127,46,November,Fall
4,1,48.08,126.6692667,7.127,47,November,Fall
4,0,46.4,126.7313333,7.127,48,December,Fall
4,0,42.4,126.7934,7.127,49,December,Fall
4,0,46.57,126.8794839,7.127,50,December,Fall
4,0,43.21,126.9835806,7.127,51,December,Fall
4,1,38.09,127.0876774,7.127,52,December,Fall
4,0,39.34,127.1917742,6.51,1,January,Winter
4,0,31.6,127.3009355,6.51,2,January,Winter
4,0,38.34,127.4404839,6.51,3,January,Winter
4,0,40.6,127.5800323,6.51,4,January,Winter
4,0,34.61,127.7195806,6.51,5,February,Winter
4,1,33.29,127.859129,6.51,6,February,Winter
4,0,48.17,127.99525,6.51,7,February,Winter
4,0,49.0,128.13,6.51,8,February,Winter
4,0,46.56,128.26475,6.51,9,March,Winter
4,0,50.93,128.3995,6.51,10,March,Winter
4,0,51.86,128.5121935,6.51,11,March,Winter
4,0,59.1,128.6160645,6.51,12,March,Winter
4,0,56.99,128.7199355,5.946,13,April,Spring
4,0,62.61,128.8238065,5.946,14,April,Spring
4,0,62.34,128.9107333,5.946,15,April,Spring
4,0,68.8,128.9553,5.946,16,April,Spring
4,0,64.22,128.9998667,5.946,17,April,Spring
4,0,63.41,129.0444333,5.946,18,May,Spring
4,0,70.65,129.089,5.946,19,May,Spring
4,0,70.49,129.0756774,5.946,20,May,Spring
4,0,73.65,129.0623548,5.946,21,May,Spring
4,0,78.26,129.0490323,5.946,22,June,Spring
4,0,80.05,129.0357097,5.946,23,June,Spring
4,0,83.51,129.0432,5.946,24,June,Spring
4,0,81.85,129.0663,5.946,25,June,Spring
4,0,84.54,129.0894,5.644,26,July,Summer
4,0,84.59,129.1125,5.644,27,July,Summer
4,0,83.27,129.1338387,5.644,28,July,Summer
4,0,82.84,129.1507742,5.644,29,July,Summer
4,0,84.36,129.1677097,5.644,30,July,Summer
4,0,86.09,129.1846452,5.644,31,August,Summer
4,0,82.98,129.2015806,5.644,32,August,Summer
4,0,82.77,129.2405806,5.644,33,August,Summer
4,0,81.47,129.2832581,5.644,34,August,Summer
4,0,77.99,129.3259355,5.644,35,September,Summer
4,1,73.34,129.3686129,5.644,36,September,Summer
4,0,72.76,129.4306,5.644,37,September,Summer
4,0,69.23,129.5183333,5.644,38,September,Summer
4,0,72.15,129.6060667,5.644,39,September,Summer
4,0,65.79,129.6938,5.143,40,October,Fall
4,0,63.75,129.7706452,5.143,41,October,Fall
4,0,64.79,129.7821613,5.143,42,October,Fall
4,0,55.31,129.7936774,5.143,43,October,Fall
4,0,49.86,129.8051935,5.143,44,November,Fall
4,0,47.12,129.8167097,5.143,45,November,Fall
4,0,50.44,129.8268333,5.143,46,November,Fall
4,1,47.96,129.8364,5.143,47,November,Fall
4,0,38.71,129.8459667,5.143,48,December,Fall
4,0,31.64,129.8555333,5.143,49,December,Fall
4,0,36.44,129.8980645,5.143,50,December,Fall
4,0,35.92,129.9845484,5.143,51,December,Fall
4,1,36.89,130.0710323,5.143,52,December,Fall
4,0,38.64,130.1575161,4.607,1,January,Winter
4,0,34.41,130.244,4.607,2,January,Winter
4,0,42.09,130.2792258,4.607,3,January,Winter
4,0,40.31,130.3144516,4.607,4,January,Winter
4,0,41.81,130.3496774,4.607,5,February,Winter
4,1,33.0,130.3849032,4.607,6,February,Winter
4,0,34.19,130.4546207,4.607,7,February,Winter
4,0,41.31,130.5502069,4.607,8,February,Winter
4,0,50.38,130.6457931,4.607,9,March,Winter
